employeesID,name,teamID,email
079928781IBM,,PROD2763962,
095203781IBM,,PROD2763962,
095203781IBM,,DATA9132641,
095203781IBM,,DATA9132641,
095203781IBM,,PROD2763962,
095203781IBM,,LOG3416938,
095203781IBM,,DATA9132641,
095203781IBM,,PROD2763962,
095203781IBM,,AI6817564,
095203781IBM,,AI6817564,
095203781IBM,,LOG3416938,
095203781IBM,,PROD2763962,
095203781IBM,,DATA9132641,
095203781IBM,,LOG3416938,
067536781IBM,,PROD2763962,
067536781IBM,,AI6817564,
067536781IBM,,AI6817564,
067536781IBM,,AI6817564,
067536781IBM,,LOG3416938,
067536781IBM,,FIN1631247,
067979781IBM,,LOG3416938,
067979781IBM,,LOG3416938,
067979781IBM,,AI6817564,
067979781IBM,,LOG3416938,
067979781IBM,,AI6817564,
067979781IBM,,LOG3416938,
067979781IBM,,DATA9132641,
067979781IBM,,DATA9132641,
067979781IBM,,PROD2763962,
067979781IBM,,LOG3416938,
067979781IBM,,DATA9132641,
067979781IBM,,PROD2763962,
067979781IBM,,AI6817564,
067979781IBM,,LOG3416938,
067979781IBM,,FIN1631247,
067979781IBM,,DATA9132641,
067979781IBM,,DATA9132641,
067979781IBM,,AI6817564,
067979781IBM,,LOG3416938,
067979781IBM,,FIN1631247,
067979781IBM,,PROD2763962,
071104781IBM,,PROD2763962,
071104781IBM,,DATA9132641,
071104781IBM,,FIN1631247,
071104781IBM,,FIN1631247,
071104781IBM,,AI6817564,
071104781IBM,,DATA9132641,
071104781IBM,,AI6817564,
071104781IBM,,PROD2763962,
071104781IBM,,LOG3416938,
071104781IBM,,PROD2763962,
071104781IBM,,PROD2763962,
071104781IBM,,LOG3416938,
071104781IBM,,FIN1631247,
071104781IBM,,FIN1631247,
071104781IBM,,PROD2763962,
071104781IBM,,PROD2763962,
102354781IBM,,LOG3416938,
102354781IBM,,PROD2763962,
079911781IBM,,DATA9132641,
079911781IBM,,AI6817564,
079911781IBM,,AI6817564,
079911781IBM,,PROD2763962,
079911781IBM,,PROD2763962,
079911781IBM,,FIN1631247,
079911781IBM,,PROD2763962,
079911781IBM,,LOG3416938,
079911781IBM,,PROD2763962,
079911781IBM,,DATA9132641,
079911781IBM,,LOG3416938,
079911781IBM,,FIN1631247,
079911781IBM,,FIN1631247,
079911781IBM,,AI6817564,
079911781IBM,,AI6817564,
079911781IBM,,LOG3416938,
079911781IBM,,FIN1631247,
079911781IBM,,PROD2763962,
079911781IBM,,FIN1631247,
079911781IBM,,AI6817564,
079911781IBM,,LOG3416938,
079911781IBM,,PROD2763962,
079911781IBM,,DATA9132641,
079911781IBM,,FIN1631247,
079911781IBM,,PROD2763962,
079911781IBM,,AI6817564,
079911781IBM,,AI6817564,
079911781IBM,,LOG3416938,
000478781IBM,,AI6817564,
000478781IBM,,PROD2763962,
000478781IBM,,LOG3416938,
000478781IBM,,PROD2763962,
000643781IBM,,DATA9132641,
000643781IBM,,AI6817564,
000643781IBM,,PROD2763962,
000643781IBM,,DATA9132641,
109009781IBM,,FIN1631247,
109009781IBM,,AI6817564,
109009781IBM,,DATA9132641,
109009781IBM,,LOG3416938,
109009781IBM,,DATA9132641,
109009781IBM,,DATA9132641,
000196781IBM,,PROD2763962,
000196781IBM,,FIN1631247,
000196781IBM,,LOG3416938,
000196781IBM,,AI6817564,
000196781IBM,,AI6817564,
000196781IBM,,AI6817564,
070860781IBM,,FIN1631247,
070860781IBM,,DATA9132641,
070860781IBM,,DATA9132641,
070860781IBM,,DATA9132641,
070860781IBM,,LOG3416938,
038232781IBM,,AI6817564,
038232781IBM,,FIN1631247,
038232781IBM,,DATA9132641,
038232781IBM,,FIN1631247,
038232781IBM,,AI6817564,
038232781IBM,,DATA9132641,
038232781IBM,,LOG3416938,
038232781IBM,,FIN1631247,
038232781IBM,,DATA9132641,
038232781IBM,,FIN1631247,
038232781IBM,,PROD2763962,
038232781IBM,,LOG3416938,
038232781IBM,,LOG3416938,
038232781IBM,,FIN1631247,
038232781IBM,,DATA9132641,
038232781IBM,,LOG3416938,
038232781IBM,,DATA9132641,
038232781IBM,,LOG3416938,
038232781IBM,,FIN1631247,
038232781IBM,,AI6817564,
038232781IBM,,DATA9132641,
038232781IBM,,FIN1631247,
038232781IBM,,LOG3416938,
038232781IBM,,LOG3416938,
102324781IBM,,DATA9132641,
102324781IBM,,DATA9132641,
102324781IBM,,FIN1631247,
102324781IBM,,PROD2763962,
102324781IBM,,LOG3416938,
102324781IBM,,FIN1631247,
102324781IBM,,DATA9132641,
102324781IBM,,PROD2763962,
070511781IBM,,FIN1631247,
070511781IBM,,PROD2763962,
070511781IBM,,FIN1631247,
070511781IBM,,FIN1631247,
070511781IBM,,AI6817564,
070511781IBM,,PROD2763962,
070511781IBM,,FIN1631247,
070511781IBM,,LOG3416938,
072519781IBM,,FIN1631247,
072519781IBM,,AI6817564,
072519781IBM,,PROD2763962,
072519781IBM,,AI6817564,
072519781IBM,,FIN1631247,
072519781IBM,,PROD2763962,
072519781IBM,,PROD2763962,
072519781IBM,,AI6817564,
072519781IBM,,PROD2763962,
072519781IBM,,LOG3416938,
072519781IBM,,PROD2763962,
072519781IBM,,LOG3416938,
072519781IBM,,LOG3416938,
072519781IBM,,AI6817564,
072519781IBM,,PROD2763962,
072519781IBM,,FIN1631247,
072519781IBM,,DATA9132641,
072519781IBM,,FIN1631247,
079906781IBM,,AI6817564,
079906781IBM,,AI6817564,
079906781IBM,,FIN1631247,
079906781IBM,,DATA9132641,
079906781IBM,,AI6817564,
079906781IBM,,AI6817564,
079906781IBM,,LOG3416938,
079906781IBM,,PROD2763962,
079906781IBM,,AI6817564,
079906781IBM,,FIN1631247,
079906781IBM,,DATA9132641,
079906781IBM,,LOG3416938,
079906781IBM,,PROD2763962,
079906781IBM,,DATA9132641,
079906781IBM,,DATA9132641,
079906781IBM,,LOG3416938,
079906781IBM,,AI6817564,
076305781IBM,,FIN1631247,
076305781IBM,,DATA9132641,
076305781IBM,,AI6817564,
076305781IBM,,FIN1631247,
076305781IBM,,FIN1631247,
076305781IBM,,AI6817564,
076305781IBM,,AI6817564,
070626781IBM,,PROD2763962,
070626781IBM,,AI6817564,
070626781IBM,,PROD2763962,
070626781IBM,,PROD2763962,
07826B781IBM,,PROD2763962,
07826B781IBM,,DATA9132641,
07826B781IBM,,DATA9132641,
07826B781IBM,,AI6817564,
07826B781IBM,,DATA9132641,
07826B781IBM,,LOG3416938,
07826B781IBM,,LOG3416938,
07826B781IBM,,FIN1631247,
07826B781IBM,,PROD2763962,
07826B781IBM,,FIN1631247,
07826B781IBM,,FIN1631247,
07826B781IBM,,PROD2763962,
070858781IBM,,PROD2763962,
070858781IBM,,PROD2763962,
070858781IBM,,AI6817564,
070858781IBM,,DATA9132641,
070858781IBM,,FIN1631247,
070858781IBM,,FIN1631247,
070858781IBM,,PROD2763962,
070858781IBM,,PROD2763962,
070858781IBM,,DATA9132641,
070858781IBM,,PROD2763962,
070858781IBM,,DATA9132641,
070858781IBM,,LOG3416938,
070858781IBM,,FIN1631247,
070858781IBM,,AI6817564,
110392781IBM,,FIN1631247,
110392781IBM,,AI6817564,
110392781IBM,,FIN1631247,
105378781IBM,,FIN1631247,
079955781IBM,,FIN1631247,
079955781IBM,,AI6817564,
079955781IBM,,PROD2763962,
001055781IBM,,LOG3416938,
001055781IBM,,FIN1631247,
001055781IBM,,LOG3416938,
001055781IBM,,PROD2763962,
081045781IBM,,FIN1631247,
081045781IBM,,AI6817564,
081045781IBM,,AI6817564,
063604781IBM,,LOG3416938,
063604781IBM,,PROD2763962,
063604781IBM,,AI6817564,
063604781IBM,,LOG3416938,
063604781IBM,,LOG3416938,
063604781IBM,,LOG3416938,
063604781IBM,,FIN1631247,
063604781IBM,,DATA9132641,
063604781IBM,,DATA9132641,
063604781IBM,,PROD2763962,
063604781IBM,,LOG3416938,
063604781IBM,,PROD2763962,
063604781IBM,,PROD2763962,
063604781IBM,,LOG3416938,
063604781IBM,,DATA9132641,
063604781IBM,,DATA9132641,
063604781IBM,,AI6817564,
063604781IBM,,FIN1631247,
063604781IBM,,DATA9132641,
063604781IBM,,DATA9132641,
063604781IBM,,FIN1631247,
063604781IBM,,PROD2763962,
063604781IBM,,PROD2763962,
063604781IBM,,FIN1631247,
070238781IBM,,LOG3416938,
070238781IBM,,LOG3416938,
070238781IBM,,DATA9132641,
070238781IBM,,PROD2763962,
070238781IBM,,FIN1631247,
070238781IBM,,DATA9132641,
070238781IBM,,FIN1631247,
070238781IBM,,DATA9132641,
070238781IBM,,PROD2763962,
070238781IBM,,DATA9132641,
000264781IBM,,AI6817564,
000264781IBM,,AI6817564,
110325781IBM,,LOG3416938,
110325781IBM,,AI6817564,
110325781IBM,,LOG3416938,
110325781IBM,,LOG3416938,
110325781IBM,,AI6817564,
110325781IBM,,AI6817564,
110325781IBM,,AI6817564,
110325781IBM,,AI6817564,
079623781IBM,,FIN1631247,
079623781IBM,,PROD2763962,
079623781IBM,,PROD2763962,
079623781IBM,,FIN1631247,
079623781IBM,,PROD2763962,
079623781IBM,,LOG3416938,
079623781IBM,,AI6817564,
079623781IBM,,AI6817564,
079623781IBM,,FIN1631247,
079623781IBM,,DATA9132641,
108471781IBM,,LOG3416938,
108471781IBM,,AI6817564,
108471781IBM,,FIN1631247,
108471781IBM,,LOG3416938,
071086781IBM,,AI6817564,
071086781IBM,,DATA9132641,
071086781IBM,,FIN1631247,
071086781IBM,,PROD2763962,
071086781IBM,,LOG3416938,
062461781IBM,,DATA9132641,
062461781IBM,,AI6817564,
062461781IBM,,AI6817564,
062461781IBM,,FIN1631247,
062461781IBM,,DATA9132641,
062461781IBM,,DATA9132641,
001595781IBM,,DATA9132641,
058704781IBM,,DATA9132641,
058704781IBM,,AI6817564,
058704781IBM,,FIN1631247,
058704781IBM,,FIN1631247,
058704781IBM,,PROD2763962,
058704781IBM,,LOG3416938,
058704781IBM,,LOG3416938,
108569781IBM,,DATA9132641,
108569781IBM,,AI6817564,
076975781IBM,,DATA9132641,
076975781IBM,,PROD2763962,
076975781IBM,,LOG3416938,
076975781IBM,,FIN1631247,
076975781IBM,,AI6817564,
076975781IBM,,AI6817564,
076975781IBM,,PROD2763962,
076975781IBM,,PROD2763962,
070621781IBM,,DATA9132641,
070621781IBM,,LOG3416938,
070621781IBM,,PROD2763962,
070621781IBM,,FIN1631247,
070621781IBM,,AI6817564,
070621781IBM,,LOG3416938,
070621781IBM,,LOG3416938,
070621781IBM,,FIN1631247,
070621781IBM,,PROD2763962,
070621781IBM,,PROD2763962,
070621781IBM,,FIN1631247,
070621781IBM,,PROD2763962,
070621781IBM,,DATA9132641,
070621781IBM,,AI6817564,
070621781IBM,,FIN1631247,
070621781IBM,,FIN1631247,
070621781IBM,,DATA9132641,
04152B781IBM,,AI6817564,
04152B781IBM,,LOG3416938,
04152B781IBM,,FIN1631247,
04152B781IBM,,DATA9132641,
04152B781IBM,,AI6817564,
04152B781IBM,,FIN1631247,
04152B781IBM,,LOG3416938,
04152B781IBM,,AI6817564,
04152B781IBM,,PROD2763962,
04152B781IBM,,AI6817564,
04152B781IBM,,LOG3416938,
04152B781IBM,,DATA9132641,
001036781IBM,,DATA9132641,
001036781IBM,,FIN1631247,
070853781IBM,,AI6817564,
070853781IBM,,DATA9132641,
070853781IBM,,LOG3416938,
070853781IBM,,PROD2763962,
070853781IBM,,AI6817564,
070853781IBM,,PROD2763962,
070853781IBM,,LOG3416938,
070853781IBM,,FIN1631247,
070853781IBM,,AI6817564,
070853781IBM,,PROD2763962,
070853781IBM,,AI6817564,
070853781IBM,,LOG3416938,
070853781IBM,,AI6817564,
070853781IBM,,PROD2763962,
070853781IBM,,LOG3416938,
070853781IBM,,AI6817564,
070853781IBM,,PROD2763962,
070853781IBM,,DATA9132641,
070853781IBM,,DATA9132641,
070853781IBM,,AI6817564,
080576781IBM,,LOG3416938,
080576781IBM,,FIN1631247,
080576781IBM,,LOG3416938,
080576781IBM,,DATA9132641,
080576781IBM,,AI6817564,
080576781IBM,,AI6817564,
080576781IBM,,AI6817564,
080576781IBM,,FIN1631247,
080576781IBM,,DATA9132641,
080576781IBM,,FIN1631247,
080576781IBM,,LOG3416938,
080576781IBM,,LOG3416938,
080576781IBM,,DATA9132641,
080576781IBM,,DATA9132641,
003462781IBM,,FIN1631247,
003462781IBM,,AI6817564,
070722781IBM,,PROD2763962,
070722781IBM,,DATA9132641,
070722781IBM,,AI6817564,
070722781IBM,,AI6817564,
070722781IBM,,PROD2763962,
070722781IBM,,FIN1631247,
070722781IBM,,AI6817564,
070722781IBM,,PROD2763962,
070722781IBM,,DATA9132641,
070722781IBM,,LOG3416938,
070722781IBM,,FIN1631247,
070722781IBM,,DATA9132641,
070722781IBM,,PROD2763962,
070722781IBM,,AI6817564,
070722781IBM,,LOG3416938,
070722781IBM,,AI6817564,
070722781IBM,,AI6817564,
070722781IBM,,AI6817564,
070722781IBM,,AI6817564,
070722781IBM,,LOG3416938,
070804781IBM,,DATA9132641,
070804781IBM,,DATA9132641,
070804781IBM,,AI6817564,
070804781IBM,,FIN1631247,
070804781IBM,,AI6817564,
070804781IBM,,PROD2763962,
070804781IBM,,FIN1631247,
070804781IBM,,PROD2763962,
070804781IBM,,PROD2763962,
070804781IBM,,LOG3416938,
070804781IBM,,AI6817564,
070804781IBM,,DATA9132641,
070804781IBM,,LOG3416938,
070804781IBM,,LOG3416938,
070804781IBM,,AI6817564,
070804781IBM,,AI6817564,
070804781IBM,,PROD2763962,
107626781IBM,,DATA9132641,
107626781IBM,,FIN1631247,
107626781IBM,,AI6817564,
107626781IBM,,DATA9132641,
107626781IBM,,PROD2763962,
107626781IBM,,LOG3416938,
107626781IBM,,DATA9132641,
107626781IBM,,LOG3416938,
107626781IBM,,PROD2763962,
107626781IBM,,DATA9132641,
107626781IBM,,FIN1631247,
107626781IBM,,AI6817564,
001025781IBM,,FIN1631247,
001025781IBM,,AI6817564,
001025781IBM,,DATA9132641,
001025781IBM,,LOG3416938,
001025781IBM,,AI6817564,
001025781IBM,,LOG3416938,
001025781IBM,,DATA9132641,
001025781IBM,,AI6817564,
001025781IBM,,LOG3416938,
001025781IBM,,AI6817564,
057552781IBM,,DATA9132641,
057552781IBM,,AI6817564,
057552781IBM,,FIN1631247,
057552781IBM,,DATA9132641,
057552781IBM,,DATA9132641,
057552781IBM,,PROD2763962,
057552781IBM,,FIN1631247,
057552781IBM,,AI6817564,
057552781IBM,,LOG3416938,
057552781IBM,,FIN1631247,
057552781IBM,,PROD2763962,
057552781IBM,,DATA9132641,
057552781IBM,,PROD2763962,
057552781IBM,,FIN1631247,
057552781IBM,,FIN1631247,
057552781IBM,,PROD2763962,
076300781IBM,,LOG3416938,
076300781IBM,,LOG3416938,
076300781IBM,,FIN1631247,
076300781IBM,,AI6817564,
076300781IBM,,DATA9132641,
076300781IBM,,LOG3416938,
076300781IBM,,DATA9132641,
076300781IBM,,DATA9132641,
107535781IBM,,FIN1631247,
107535781IBM,,PROD2763962,
107535781IBM,,FIN1631247,
107535781IBM,,FIN1631247,
107535781IBM,,LOG3416938,
107535781IBM,,FIN1631247,
107535781IBM,,AI6817564,
107535781IBM,,FIN1631247,
107535781IBM,,LOG3416938,
081523781IBM,,PROD2763962,
081523781IBM,,LOG3416938,
081523781IBM,,AI6817564,
081523781IBM,,PROD2763962,
081523781IBM,,DATA9132641,
081523781IBM,,FIN1631247,
081523781IBM,,LOG3416938,
081523781IBM,,FIN1631247,
081523781IBM,,AI6817564,
081523781IBM,,DATA9132641,
081523781IBM,,PROD2763962,
081523781IBM,,FIN1631247,
081523781IBM,,LOG3416938,
081523781IBM,,LOG3416938,
081523781IBM,,FIN1631247,
081523781IBM,,AI6817564,
081523781IBM,,DATA9132641,
081523781IBM,,DATA9132641,
081523781IBM,,FIN1631247,
081523781IBM,,AI6817564,
081523781IBM,,LOG3416938,
081523781IBM,,LOG3416938,
07945A781IBM,,FIN1631247,
07945A781IBM,,AI6817564,
07945A781IBM,,FIN1631247,
07945A781IBM,,PROD2763962,
07945A781IBM,,PROD2763962,
07945A781IBM,,FIN1631247,
07945A781IBM,,AI6817564,
07945A781IBM,,FIN1631247,
001035781IBM,,PROD2763962,
001035781IBM,,LOG3416938,
001035781IBM,,LOG3416938,
001035781IBM,,FIN1631247,
001035781IBM,,FIN1631247,
001035781IBM,,AI6817564,
001035781IBM,,FIN1631247,
001035781IBM,,DATA9132641,
001035781IBM,,DATA9132641,
045297781IBM,,AI6817564,
045297781IBM,,LOG3416938,
045297781IBM,,DATA9132641,
045297781IBM,,LOG3416938,
045297781IBM,,FIN1631247,
045297781IBM,,FIN1631247,
045297781IBM,,AI6817564,
045297781IBM,,PROD2763962,
070971781IBM,,AI6817564,
070971781IBM,,LOG3416938,
070971781IBM,,AI6817564,
070971781IBM,,LOG3416938,
070971781IBM,,FIN1631247,
070971781IBM,,DATA9132641,
070971781IBM,,AI6817564,
070971781IBM,,AI6817564,
070971781IBM,,AI6817564,
070971781IBM,,AI6817564,
070971781IBM,,AI6817564,
070971781IBM,,LOG3416938,
070971781IBM,,LOG3416938,
070971781IBM,,AI6817564,
070971781IBM,,PROD2763962,
070971781IBM,,AI6817564,
070971781IBM,,DATA9132641,
070971781IBM,,DATA9132641,
070971781IBM,,DATA9132641,
070971781IBM,,AI6817564,
070971781IBM,,PROD2763962,
070971781IBM,,LOG3416938,
041651781IBM,,AI6817564,
041651781IBM,,AI6817564,
041651781IBM,,PROD2763962,
041651781IBM,,LOG3416938,
041651781IBM,,LOG3416938,
041651781IBM,,AI6817564,
041651781IBM,,FIN1631247,
041651781IBM,,DATA9132641,
041651781IBM,,DATA9132641,
041651781IBM,,PROD2763962,
041651781IBM,,DATA9132641,
041651781IBM,,PROD2763962,
041651781IBM,,FIN1631247,
041651781IBM,,LOG3416938,
041651781IBM,,LOG3416938,
041651781IBM,,DATA9132641,
041651781IBM,,PROD2763962,
041651781IBM,,AI6817564,
041651781IBM,,PROD2763962,
041651781IBM,,LOG3416938,
044474781IBM,,LOG3416938,
044474781IBM,,PROD2763962,
044474781IBM,,FIN1631247,
044474781IBM,,PROD2763962,
044474781IBM,,LOG3416938,
044474781IBM,,AI6817564,
044474781IBM,,LOG3416938,
044474781IBM,,DATA9132641,
044474781IBM,,PROD2763962,
044474781IBM,,PROD2763962,
044474781IBM,,LOG3416938,
044474781IBM,,DATA9132641,
044474781IBM,,FIN1631247,
044474781IBM,,FIN1631247,
044474781IBM,,PROD2763962,
044474781IBM,,PROD2763962,
044474781IBM,,DATA9132641,
044474781IBM,,DATA9132641,
044474781IBM,,LOG3416938,
044474781IBM,,PROD2763962,
044474781IBM,,PROD2763962,
044474781IBM,,AI6817564,
044474781IBM,,FIN1631247,
044474781IBM,,PROD2763962,
044474781IBM,,PROD2763962,
044474781IBM,,FIN1631247,
044474781IBM,,DATA9132641,
044474781IBM,,PROD2763962,
044474781IBM,,AI6817564,
049116781IBM,,AI6817564,
049116781IBM,,PROD2763962,
049116781IBM,,AI6817564,
049116781IBM,,DATA9132641,
049116781IBM,,FIN1631247,
049116781IBM,,LOG3416938,
049116781IBM,,PROD2763962,
049116781IBM,,FIN1631247,
049116781IBM,,LOG3416938,
049116781IBM,,DATA9132641,
071044781IBM,,LOG3416938,
071044781IBM,,DATA9132641,
071044781IBM,,PROD2763962,
071044781IBM,,PROD2763962,
071044781IBM,,FIN1631247,
071044781IBM,,DATA9132641,
071044781IBM,,DATA9132641,
071044781IBM,,DATA9132641,
071044781IBM,,DATA9132641,
071044781IBM,,FIN1631247,
071044781IBM,,FIN1631247,
050982781IBM,,PROD2763962,
050982781IBM,,AI6817564,
050982781IBM,,AI6817564,
050982781IBM,,DATA9132641,
050982781IBM,,FIN1631247,
050982781IBM,,PROD2763962,
050982781IBM,,LOG3416938,
050982781IBM,,FIN1631247,
050982781IBM,,DATA9132641,
050982781IBM,,DATA9132641,
050982781IBM,,AI6817564,
050982781IBM,,FIN1631247,
001664781IBM,,PROD2763962,
001664781IBM,,PROD2763962,
001884781IBM,,AI6817564,
001884781IBM,,DATA9132641,
001884781IBM,,AI6817564,
001884781IBM,,LOG3416938,
001884781IBM,,PROD2763962,
001884781IBM,,FIN1631247,
001884781IBM,,PROD2763962,
001665781IBM,,FIN1631247,
001665781IBM,,LOG3416938,
060430781IBM,,PROD2763962,
060430781IBM,,AI6817564,
060430781IBM,,FIN1631247,
060430781IBM,,DATA9132641,
060430781IBM,,AI6817564,
060430781IBM,,AI6817564,
060430781IBM,,FIN1631247,
060430781IBM,,LOG3416938,
060430781IBM,,DATA9132641,
070069781IBM,,FIN1631247,
070069781IBM,,PROD2763962,
070069781IBM,,LOG3416938,
070069781IBM,,LOG3416938,
070069781IBM,,PROD2763962,
070069781IBM,,LOG3416938,
070069781IBM,,AI6817564,
070069781IBM,,LOG3416938,
070069781IBM,,AI6817564,
070069781IBM,,LOG3416938,
070069781IBM,,DATA9132641,
076457781IBM,,LOG3416938,
076457781IBM,,DATA9132641,
076457781IBM,,AI6817564,
076457781IBM,,LOG3416938,
076457781IBM,,DATA9132641,
076457781IBM,,DATA9132641,
076457781IBM,,DATA9132641,
076457781IBM,,LOG3416938,
076457781IBM,,DATA9132641,
076457781IBM,,PROD2763962,
076457781IBM,,FIN1631247,
076457781IBM,,PROD2763962,
076457781IBM,,AI6817564,
076457781IBM,,LOG3416938,
076457781IBM,,AI6817564,
003596781IBM,,AI6817564,
003596781IBM,,AI6817564,
003596781IBM,,DATA9132641,
003596781IBM,,LOG3416938,
003596781IBM,,LOG3416938,
071107781IBM,,PROD2763962,
071107781IBM,,FIN1631247,
071107781IBM,,FIN1631247,
071107781IBM,,AI6817564,
071107781IBM,,AI6817564,
071107781IBM,,LOG3416938,
071107781IBM,,DATA9132641,
070979781IBM,,DATA9132641,
070979781IBM,,DATA9132641,
070979781IBM,,LOG3416938,
070979781IBM,,FIN1631247,
070979781IBM,,PROD2763962,
070979781IBM,,LOG3416938,
070979781IBM,,FIN1631247,
070979781IBM,,FIN1631247,
070979781IBM,,PROD2763962,
070979781IBM,,FIN1631247,
070979781IBM,,FIN1631247,
070979781IBM,,AI6817564,
070979781IBM,,DATA9132641,
070979781IBM,,PROD2763962,
070979781IBM,,DATA9132641,
070979781IBM,,LOG3416938,
070979781IBM,,FIN1631247,
070979781IBM,,DATA9132641,
070979781IBM,,DATA9132641,
070979781IBM,,LOG3416938,
070979781IBM,,FIN1631247,
070979781IBM,,LOG3416938,
070979781IBM,,PROD2763962,
070979781IBM,,PROD2763962,
070979781IBM,,PROD2763962,
070979781IBM,,LOG3416938,
070710781IBM,,FIN1631247,
070710781IBM,,PROD2763962,
070710781IBM,,DATA9132641,
070710781IBM,,LOG3416938,
070710781IBM,,LOG3416938,
070710781IBM,,LOG3416938,
070710781IBM,,FIN1631247,
000783781IBM,,PROD2763962,
000783781IBM,,AI6817564,
000783781IBM,,AI6817564,
000783781IBM,,PROD2763962,
000783781IBM,,LOG3416938,
107184781IBM,,DATA9132641,
107184781IBM,,AI6817564,
107184781IBM,,AI6817564,
001026781IBM,,FIN1631247,
001026781IBM,,AI6817564,
001026781IBM,,DATA9132641,
001026781IBM,,AI6817564,
001026781IBM,,PROD2763962,
001026781IBM,,DATA9132641,
001026781IBM,,AI6817564,
001026781IBM,,LOG3416938,
001026781IBM,,LOG3416938,
001026781IBM,,DATA9132641,
001026781IBM,,FIN1631247,
001026781IBM,,PROD2763962,
001026781IBM,,FIN1631247,
001026781IBM,,PROD2763962,
109233781IBM,,LOG3416938,
109233781IBM,,PROD2763962,
109233781IBM,,FIN1631247,
060424781IBM,,LOG3416938,
060424781IBM,,LOG3416938,
060424781IBM,,FIN1631247,
003100781IBM,,LOG3416938,
003100781IBM,,PROD2763962,
003100781IBM,,LOG3416938,
003100781IBM,,PROD2763962,
003100781IBM,,DATA9132641,
003100781IBM,,PROD2763962,
108368781IBM,,DATA9132641,
105735781IBM,,DATA9132641,
105735781IBM,,DATA9132641,
105735781IBM,,DATA9132641,
105735781IBM,,PROD2763962,
105735781IBM,,DATA9132641,
105735781IBM,,PROD2763962,
105735781IBM,,LOG3416938,
105735781IBM,,DATA9132641,
105735781IBM,,DATA9132641,
105735781IBM,,PROD2763962,
105735781IBM,,DATA9132641,
105735781IBM,,FIN1631247,
07969B781IBM,,LOG3416938,
07969B781IBM,,FIN1631247,
07969B781IBM,,PROD2763962,
07969B781IBM,,LOG3416938,
07969B781IBM,,AI6817564,
07969B781IBM,,FIN1631247,
07969B781IBM,,AI6817564,
07969B781IBM,,AI6817564,
07969B781IBM,,LOG3416938,
000282781IBM,,PROD2763962,
000282781IBM,,DATA9132641,
075392781IBM,,LOG3416938,
075392781IBM,,PROD2763962,
075392781IBM,,FIN1631247,
075392781IBM,,FIN1631247,
075392781IBM,,AI6817564,
075392781IBM,,FIN1631247,
075392781IBM,,LOG3416938,
075392781IBM,,FIN1631247,
075392781IBM,,LOG3416938,
075392781IBM,,DATA9132641,
075392781IBM,,DATA9132641,
075392781IBM,,PROD2763962,
075392781IBM,,AI6817564,
075392781IBM,,LOG3416938,
075392781IBM,,AI6817564,
075392781IBM,,LOG3416938,
075392781IBM,,FIN1631247,
075392781IBM,,PROD2763962,
075392781IBM,,AI6817564,
075392781IBM,,FIN1631247,
075392781IBM,,DATA9132641,
075392781IBM,,AI6817564,
000285781IBM,,AI6817564,
000285781IBM,,LOG3416938,
000285781IBM,,FIN1631247,
000285781IBM,,DATA9132641,
000285781IBM,,AI6817564,
000285781IBM,,LOG3416938,
104133781IBM,,DATA9132641,
104133781IBM,,AI6817564,
104133781IBM,,LOG3416938,
104133781IBM,,AI6817564,
104133781IBM,,PROD2763962,
104133781IBM,,DATA9132641,
040198781IBM,,LOG3416938,
040198781IBM,,DATA9132641,
040198781IBM,,LOG3416938,
040198781IBM,,DATA9132641,
040198781IBM,,DATA9132641,
040198781IBM,,AI6817564,
040198781IBM,,LOG3416938,
040198781IBM,,AI6817564,
040198781IBM,,AI6817564,
040198781IBM,,LOG3416938,
068374781IBM,,DATA9132641,
068374781IBM,,LOG3416938,
068374781IBM,,AI6817564,
068374781IBM,,DATA9132641,
068374781IBM,,LOG3416938,
068374781IBM,,DATA9132641,
068374781IBM,,LOG3416938,
068374781IBM,,LOG3416938,
068374781IBM,,PROD2763962,
068374781IBM,,AI6817564,
068374781IBM,,PROD2763962,
068374781IBM,,AI6817564,
068374781IBM,,PROD2763962,
068374781IBM,,LOG3416938,
068374781IBM,,LOG3416938,
068374781IBM,,LOG3416938,
068374781IBM,,LOG3416938,
068374781IBM,,LOG3416938,
068374781IBM,,FIN1631247,
068374781IBM,,FIN1631247,
068374781IBM,,PROD2763962,
068374781IBM,,LOG3416938,
070446781IBM,,AI6817564,
070446781IBM,,FIN1631247,
070446781IBM,,LOG3416938,
070446781IBM,,AI6817564,
070446781IBM,,LOG3416938,
070446781IBM,,DATA9132641,
070446781IBM,,PROD2763962,
070446781IBM,,LOG3416938,
069060781IBM,,AI6817564,
069060781IBM,,AI6817564,
069060781IBM,,LOG3416938,
069060781IBM,,LOG3416938,
108413781IBM,,PROD2763962,
108413781IBM,,DATA9132641,
070819781IBM,,FIN1631247,
070819781IBM,,AI6817564,
070819781IBM,,LOG3416938,
070819781IBM,,AI6817564,
070819781IBM,,AI6817564,
070819781IBM,,FIN1631247,
109106781IBM,,DATA9132641,
109106781IBM,,LOG3416938,
109106781IBM,,LOG3416938,
080023781IBM,,PROD2763962,
080023781IBM,,FIN1631247,
080023781IBM,,DATA9132641,
078914781IBM,,PROD2763962,
078914781IBM,,LOG3416938,
000216781IBM,,FIN1631247,
000216781IBM,,FIN1631247,
000216781IBM,,PROD2763962,
000216781IBM,,PROD2763962,
000216781IBM,,PROD2763962,
